Type	Rank	Freq	Range	NormFreq	NormRange
vómito boca	43362	1	1	1.073	0.005
vómito cuando	43362	1	1	1.073	0.005
vómito dolor	43362	1	1	1.073	0.005
vómito el	43362	1	1	1.073	0.005
vómito en	43362	1	1	1.073	0.005
vómito hacia	43362	1	1	1.073	0.005
vómito los	43362	1	1	1.073	0.005
vómito para	43362	1	1	1.073	0.005
vómito vomitar	43362	1	1	1.073	0.005
vómitos aerosol	43362	1	1	1.073	0.005
vómitos anorexia	43362	1	1	1.073	0.005
vómitos así	43362	1	1	1.073	0.005
vómitos cambios	43362	1	1	1.073	0.005
vómitos cannabis	43362	1	1	1.073	0.005
vómitos colon	43362	1	1	1.073	0.005
vómitos con	43362	1	1	1.073	0.005
vómitos confusión	43362	1	1	1.073	0.005
vómitos crisis	43362	1	1	1.073	0.005
vómitos crónicos	43362	1	1	1.073	0.005
vómitos cólico	43362	1	1	1.073	0.005
vómitos cólicos	43362	1	1	1.073	0.005
vómitos de	43362	1	1	1.073	0.005
vómitos debilidad	43362	1	1	1.073	0.005
vómitos del	43362	1	1	1.073	0.005
vómitos deshidratación	43362	1	1	1.073	0.005
vómitos dificultad	43362	1	1	1.073	0.005
vómitos distensión	43362	1	1	1.073	0.005
vómitos dolores	43362	1	1	1.073	0.005
vómitos estreñimiento	43362	1	1	1.073	0.005
vómitos flatulencia	43362	1	1	1.073	0.005
vómitos gusto	43362	1	1	1.073	0.005
vómitos han	43362	1	1	1.073	0.005
vómitos hormonas	43362	1	1	1.073	0.005
vómitos ictericia	43362	1	1	1.073	0.005
vómitos incluso	43362	1	1	1.073	0.005
vómitos mareos	43362	1	1	1.073	0.005
vómitos menos	43362	1	1	1.073	0.005
vómitos muchos	43362	1	1	1.073	0.005
vómitos ni	43362	1	1	1.073	0.005
vómitos no	43362	1	1	1.073	0.005
vómitos obstrucción	43362	1	1	1.073	0.005
vómitos otras	43362	1	1	1.073	0.005
vómitos problemas	43362	1	1	1.073	0.005
vómitos resistentes	43362	1	1	1.073	0.005
vómitos sed	43362	1	1	1.073	0.005
vómitos sin	43362	1	1	1.073	0.005
vómitos solo	43362	1	1	1.073	0.005
vómitos una	43362	1	1	1.073	0.005
wagr estar	43362	1	1	1.073	0.005
wagr tumor	43362	1	1	1.073	0.005
waldenström linfoma	43362	1	1	1.073	0.005
waldeyer los	43362	1	1	1.073	0.005
warfarina coumadin	43362	1	1	1.073	0.005
warfarina un	43362	1	1	1.073	0.005
warminster pa	43362	1	1	1.073	0.005
wass h	43362	1	1	1.073	0.005
way to	43362	1	1	1.073	0.005
we tell	43362	1	1	1.073	0.005
weihofen dl	43362	1	1	1.073	0.005
well during	43362	1	1	1.073	0.005
well staying	43362	1	1	1.073	0.005
wermer el	43362	1	1	1.073	0.005
werner a	43362	1	1	1.073	0.005
werner esclerosis	43362	1	1	1.073	0.005
werner los	43362	1	1	1.073	0.005
werner progeria	43362	1	1	1.073	0.005
when a	43362	1	1	1.073	0.005
when someone	43362	1	1	1.073	0.005
whipple colocación	43362	1	1	1.073	0.005
whipple la	43362	1	1	1.073	0.005
who have	43362	1	1	1.073	0.005
wiedemann complejo	43362	1	1	1.073	0.005
wiedemann gran	43362	1	1	1.073	0.005
wiedemann o	43362	1	1	1.073	0.005
wiedemann síndrome	43362	1	1	1.073	0.005
wiedemann y	43362	1	1	1.073	0.005
wiley sons	43362	1	1	1.073	0.005
william kelley	43362	1	1	1.073	0.005
williams m	43362	1	1	1.073	0.005
wilms afección	43362	1	1	1.073	0.005
wilms algunas	43362	1	1	1.073	0.005
wilms aumenten	43362	1	1	1.073	0.005
wilms bilateral	43362	1	1	1.073	0.005
wilms cada	43362	1	1	1.073	0.005
wilms ciertas	43362	1	1	1.073	0.005
wilms cistoscopia	43362	1	1	1.073	0.005
wilms compuesto	43362	1	1	1.073	0.005
wilms cualquier	43362	1	1	1.073	0.005
wilms dependen	43362	1	1	1.073	0.005
wilms el	43362	1	1	1.073	0.005
wilms es	43362	1	1	1.073	0.005
wilms estas	43362	1	1	1.073	0.005
wilms estos	43362	1	1	1.073	0.005
wilms infantil	43362	1	1	1.073	0.005
wilms las	43362	1	1	1.073	0.005
wilms leucemia	43362	1	1	1.073	0.005
wilms metastásico	43362	1	1	1.073	0.005
wilms o	43362	1	1	1.073	0.005
wilms para	43362	1	1	1.073	0.005
wilms pequeños	43362	1	1	1.073	0.005
wilms puntos	43362	1	1	1.073	0.005
wilms que	43362	1	1	1.073	0.005
wilms síndrome	43362	1	1	1.073	0.005
wilson jr	43362	1	1	1.073	0.005
wilson los	43362	1	1	1.073	0.005
wilson un	43362	1	1	1.073	0.005
wiskott aldrich	43362	1	1	1.073	0.005
with advanced	43362	1	1	1.073	0.005
with chewing	43362	1	1	1.073	0.005
with early	43362	1	1	1.073	0.005
worden jw	43362	1	1	1.073	0.005
www aicr	43362	1	1	1.073	0.005
www cancer	43362	1	1	1.073	0.005
www choosemyplate	43362	1	1	1.073	0.005
www eatright	43362	1	1	1.073	0.005
www espanol	43362	1	1	1.073	0.005
www nutritioncare	43362	1	1	1.073	0.005
x aspectos	43362	1	1	1.073	0.005
x cirugía	43362	1	1	1.073	0.005
x cuál	43362	1	1	1.073	0.005
x dicen	43362	1	1	1.073	0.005
x estas	43362	1	1	1.073	0.005
x esto	43362	1	1	1.073	0.005
x evita	43362	1	1	1.073	0.005
x indican	43362	1	1	1.073	0.005
x inmunoterapia	43362	1	1	1.073	0.005
x junto	43362	1	1	1.073	0.005
x los	43362	1	1	1.073	0.005
x o	43362	1	1	1.073	0.005
x por	43362	1	1	1.073	0.005
x qué	43362	1	1	1.073	0.005
x rayos	43362	1	1	1.073	0.005
x señalan	43362	1	1	1.073	0.005
x son	43362	1	1	1.073	0.005
x también	43362	1	1	1.073	0.005
x terapia	43362	1	1	1.073	0.005
xantroastrocitomas y	43362	1	1	1.073	0.005
xerosis piel	43362	1	1	1.073	0.005
xerostomía boca	43362	1	1	1.073	0.005
xerostomía el	43362	1	1	1.073	0.005
y abajo	43362	1	1	1.073	0.005
y abierta	43362	1	1	1.073	0.005
y ablandar	43362	1	1	1.073	0.005
y abnobaviscum	43362	1	1	1.073	0.005
y abrir	43362	1	1	1.073	0.005
y absorbe	43362	1	1	1.073	0.005
y absorber	43362	1	1	1.073	0.005
y abstinencia	43362	1	1	1.073	0.005
y abultados	43362	1	1	1.073	0.005
y aceptación	43362	1	1	1.073	0.005
y aceptar	43362	1	1	1.073	0.005
y achicarlas	43362	1	1	1.073	0.005
y actuales	43362	1	1	1.073	0.005
y acupresión	43362	1	1	1.073	0.005
y acupuntura	43362	1	1	1.073	0.005
y adheridos	43362	1	1	1.073	0.005
y administración	43362	1	1	1.073	0.005
y administrarle	43362	1	1	1.073	0.005
y adultas	43362	1	1	1.073	0.005
y adónde	43362	1	1	1.073	0.005
y afecta	43362	1	1	1.073	0.005
y afectarlas	43362	1	1	1.073	0.005
y aflicción	43362	1	1	1.073	0.005
y agrandamiento	43362	1	1	1.073	0.005
y agregar	43362	1	1	1.073	0.005
y agrieten	43362	1	1	1.073	0.005
y agudos	43362	1	1	1.073	0.005
y ahogo	43362	1	1	1.073	0.005
y ahumada	43362	1	1	1.073	0.005
y ahumadas	43362	1	1	1.073	0.005
y aire	43362	1	1	1.073	0.005
y ajustar	43362	1	1	1.073	0.005
y alcanzar	43362	1	1	1.073	0.005
y alerta	43362	1	1	1.073	0.005
y alimentarse	43362	1	1	1.073	0.005
y alivie	43362	1	1	1.073	0.005
y almacenamiento	43362	1	1	1.073	0.005
y almacenar	43362	1	1	1.073	0.005
y almacene	43362	1	1	1.073	0.005
y almohadas	43362	1	1	1.073	0.005
y alteraciones	43362	1	1	1.073	0.005
y alucinaciones	43362	1	1	1.073	0.005
y aluminio	43362	1	1	1.073	0.005
y amabas	43362	1	1	1.073	0.005
y analizarlas	43362	1	1	1.073	0.005
y anestésicos	43362	1	1	1.073	0.005
y angosto	43362	1	1	1.073	0.005
y ano	43362	1	1	1.073	0.005
y anorexia	43362	1	1	1.073	0.005
y ansiosos	43362	1	1	1.073	0.005
y anteojos	43362	1	1	1.073	0.005
y antes	43362	1	1	1.073	0.005
y antibióticos	43362	1	1	1.073	0.005
y anticonvulsivos	43362	1	1	1.073	0.005
y antihistamínicos	43362	1	1	1.073	0.005
y antimitóticos	43362	1	1	1.073	0.005
y antitranspirantes	43362	1	1	1.073	0.005
y aparece	43362	1	1	1.073	0.005
y apetito	43362	1	1	1.073	0.005
y apio	43362	1	1	1.073	0.005
y aplica	43362	1	1	1.073	0.005
y aprenden	43362	1	1	1.073	0.005
y aprensión	43362	1	1	1.073	0.005
y aprobar	43362	1	1	1.073	0.005
y araf	43362	1	1	1.073	0.005
y arteria	43362	1	1	1.073	0.005
y articular	43362	1	1	1.073	0.005
y asegurar	43362	1	1	1.073	0.005
y asesoramiento	43362	1	1	1.073	0.005
y asistencia	43362	1	1	1.073	0.005
y asma	43362	1	1	1.073	0.005
y aspartato	43362	1	1	1.073	0.005
y aspectos	43362	1	1	1.073	0.005
y astrocitos	43362	1	1	1.073	0.005
y asumen	43362	1	1	1.073	0.005
y ataques	43362	1	1	1.073	0.005
y atención	43362	1	1	1.073	0.005
y atenderlo	43362	1	1	1.073	0.005
y atrapa	43362	1	1	1.073	0.005
y aumentaba	43362	1	1	1.073	0.005
y aumentarse	43362	1	1	1.073	0.005
y aumento	43362	1	1	1.073	0.005
y aumentándolo	43362	1	1	1.073	0.005
y avise	43362	1	1	1.073	0.005
y aún	43362	1	1	1.073	0.005
y baja	43362	1	1	1.073	0.005
y bajan	43362	1	1	1.073	0.005
y basis	43362	1	1	1.073	0.005
y bebiendo	43362	1	1	1.073	0.005
y benignos	43362	1	1	1.073	0.005
y bicarbonato	43362	1	1	1.073	0.005
y bien	43362	1	1	1.073	0.005
y bienes	43362	1	1	1.073	0.005
y binimetinib	43362	1	1	1.073	0.005
y biológicas	43362	1	1	1.073	0.005
y biológicos	43362	1	1	1.073	0.005
y biopsias	43362	1	1	1.073	0.005
y blancos	43362	1	1	1.073	0.005
y blastocitos	43362	1	1	1.073	0.005
y ca	43362	1	1	1.073	0.005
y cabeza	43362	1	1	1.073	0.005
y calabacín	43362	1	1	1.073	0.005
y calambres	43362	1	1	1.073	0.005
y caldos	43362	1	1	1.073	0.005
y calidad	43362	1	1	1.073	0.005
y callados	43362	1	1	1.073	0.005
y calma	43362	1	1	1.073	0.005
y calmar	43362	1	1	1.073	0.005
y calor	43362	1	1	1.073	0.005
y calzado	43362	1	1	1.073	0.005
y cambiar	43362	1	1	1.073	0.005
y cambiarán	43362	1	1	1.073	0.005
y cambie	43362	1	1	1.073	0.005
y cantidades	43362	1	1	1.073	0.005
y capacidad	43362	1	1	1.073	0.005
y capacitación	43362	1	1	1.073	0.005
y carbohidrato	43362	1	1	1.073	0.005
y carnes	43362	1	1	1.073	0.005
y casquetes	43362	1	1	1.073	0.005
y catecol	43362	1	1	1.073	0.005
y caucho	43362	1	1	1.073	0.005
y causará	43362	1	1	1.073	0.005
y cavitario	43362	1	1	1.073	0.005
y cerebro	43362	1	1	1.073	0.005
y ceritinib	43362	1	1	1.073	0.005
y chardon	43362	1	1	1.073	0.005
y cicatrización	43362	1	1	1.073	0.005
y cicatrizar	43362	1	1	1.073	0.005
y cierto	43362	1	1	1.073	0.005
y circula	43362	1	1	1.073	0.005
y circulan	43362	1	1	1.073	0.005
y circuncisión	43362	1	1	1.073	0.005
y cirujano	43362	1	1	1.073	0.005
y cistoprostatectomía	43362	1	1	1.073	0.005
y citrato	43362	1	1	1.073	0.005
y claro	43362	1	1	1.073	0.005
y clonidina	43362	1	1	1.073	0.005
y cm	43362	1	1	1.073	0.005
y cobimetinib	43362	1	1	1.073	0.005
y cocina	43362	1	1	1.073	0.005
y cocinar	43362	1	1	1.073	0.005
y coco	43362	1	1	1.073	0.005
y colangiocarcinoma	43362	1	1	1.073	0.005
y colocar	43362	1	1	1.073	0.005
y colon	43362	1	1	1.073	0.005
y colorantes	43362	1	1	1.073	0.005
y columna	43362	1	1	1.073	0.005
y combinaciones	43362	1	1	1.073	0.005
y compañeros	43362	1	1	1.073	0.005
y complicaciones	43362	1	1	1.073	0.005
y complicados	43362	1	1	1.073	0.005
y comunicarse	43362	1	1	1.073	0.005
y condroma	43362	1	1	1.073	0.005
y conduce	43362	1	1	1.073	0.005
y conducto	43362	1	1	1.073	0.005
y configurar	43362	1	1	1.073	0.005
y confusión	43362	1	1	1.073	0.005
y congelados	43362	1	1	1.073	0.005
y conlleva	43362	1	1	1.073	0.005
y constante	43362	1	1	1.073	0.005
y consternación	43362	1	1	1.073	0.005
y consuman	43362	1	1	1.073	0.005
y consumo	43362	1	1	1.073	0.005
y contienen	43362	1	1	1.073	0.005
y continuar	43362	1	1	1.073	0.005
y continuaron	43362	1	1	1.073	0.005
y contra	43362	1	1	1.073	0.005
y control	43362	1	1	1.073	0.005
y controlan	43362	1	1	1.073	0.005
y conversar	43362	1	1	1.073	0.005
y convertirse	43362	1	1	1.073	0.005
y corta	43362	1	1	1.073	0.005
y corticoesteroides	43362	1	1	1.073	0.005
y coseguro	43362	1	1	1.073	0.005
y cosquilleo	43362	1	1	1.073	0.005
y crean	43362	1	1	1.073	0.005
y crezcan	43362	1	1	1.073	0.005
y criocirugía	43362	1	1	1.073	0.005
y cromo	43362	1	1	1.073	0.005
y cualquiera	43362	1	1	1.073	0.005
y cuatro	43362	1	1	1.073	0.005
y cubierto	43362	1	1	1.073	0.005
y cuidado	43362	1	1	1.073	0.005
y cuidadosamente	43362	1	1	1.073	0.005
y cuidarse	43362	1	1	1.073	0.005
y culturales	43362	1	1	1.073	0.005
y curados	43362	1	1	1.073	0.005
y cuya	43362	1	1	1.073	0.005
y cuáles	43362	1	1	1.073	0.005
y cuídese	43362	1	1	1.073	0.005
y cólicos	43362	1	1	1.073	0.005
y cómoda	43362	1	1	1.073	0.005
y cúrcuma	43362	1	1	1.073	0.005
y debilitamiento	43362	1	1	1.073	0.005
y debilitar	43362	1	1	1.073	0.005
y decirle	43362	1	1	1.073	0.005
y dedos	43362	1	1	1.073	0.005
y dejen	43362	1	1	1.073	0.005
y delgadas	43362	1	1	1.073	0.005
y demasiado	43362	1	1	1.073	0.005
y demoran	43362	1	1	1.073	0.005
y denosumab	43362	1	1	1.073	0.005
y dental	43362	1	1	1.073	0.005
y depende	43362	1	1	1.073	0.005
y desaparezcan	43362	1	1	1.073	0.005
y desarrollándose	43362	1	1	1.073	0.005
y descama	43362	1	1	1.073	0.005
y descomponer	43362	1	1	1.073	0.005
y desconfianza	43362	1	1	1.073	0.005
y describir	43362	1	1	1.073	0.005
y descripciones	43362	1	1	1.073	0.005
y desempeñar	43362	1	1	1.073	0.005
y deseo	43362	1	1	1.073	0.005
y desequilibrio	43362	1	1	1.073	0.005
y desgaste	43362	1	1	1.073	0.005
y desnutrición	43362	1	1	1.073	0.005
y destrucción	43362	1	1	1.073	0.005
y destructivos	43362	1	1	1.073	0.005
y destruircélulas	43362	1	1	1.073	0.005
y destruirlo	43362	1	1	1.073	0.005
y desvanecen	43362	1	1	1.073	0.005
y detecta	43362	1	1	1.073	0.005
y detener	43362	1	1	1.073	0.005
y deterioro	43362	1	1	1.073	0.005
y detiene	43362	1	1	1.073	0.005
y dietistas	43362	1	1	1.073	0.005
y dietética	43362	1	1	1.073	0.005
y dificulta	43362	1	1	1.073	0.005
y dificulten	43362	1	1	1.073	0.005
y digerir	43362	1	1	1.073	0.005
y digestión	43362	1	1	1.073	0.005
y digiera	43362	1	1	1.073	0.005
y dilatación	43362	1	1	1.073	0.005
y discapacidad	43362	1	1	1.073	0.005
y diseminado	43362	1	1	1.073	0.005
y disfrutar	43362	1	1	1.073	0.005
y disgerminoma	43362	1	1	1.073	0.005
y disminuya	43362	1	1	1.073	0.005
y disminuyeron	43362	1	1	1.073	0.005
y dividirlas	43362	1	1	1.073	0.005
y docetaxel	43362	1	1	1.073	0.005
y dormitorio	43362	1	1	1.073	0.005
y doxorrubicina	43362	1	1	1.073	0.005
y drogas	43362	1	1	1.073	0.005
y duras	43362	1	1	1.073	0.005
y duros	43362	1	1	1.073	0.005
y durvalumab	43362	1	1	1.073	0.005
y dxa	43362	1	1	1.073	0.005
y días	43362	1	1	1.073	0.005
y dónde	43362	1	1	1.073	0.005
y e	43362	1	1	1.073	0.005
y ecografía	43362	1	1	1.073	0.005
y económica	43362	1	1	1.073	0.005
y ejercicios	43362	1	1	1.073	0.005
y elabora	43362	1	1	1.073	0.005
y electrolitos	43362	1	1	1.073	0.005
y elimina	43362	1	1	1.073	0.005
y eliminarlas	43362	1	1	1.073	0.005
y elotuzumab	43362	1	1	1.073	0.005
y emiten	43362	1	1	1.073	0.005
y emociones	43362	1	1	1.073	0.005
y empeora	43362	1	1	1.073	0.005
y empeoran	43362	1	1	1.073	0.005
y empeoren	43362	1	1	1.073	0.005
y empiezan	43362	1	1	1.073	0.005
y encontrar	43362	1	1	1.073	0.005
y encías	43362	1	1	1.073	0.005
y enemas	43362	1	1	1.073	0.005
y enfermeros	43362	1	1	1.073	0.005
y enjuagar	43362	1	1	1.073	0.005
y enjuague	43362	1	1	1.073	0.005
y enjuáguelas	43362	1	1	1.073	0.005
y enseñar	43362	1	1	1.073	0.005
y enteral	43362	1	1	1.073	0.005
y entibian	43362	1	1	1.073	0.005
y entrada	43362	1	1	1.073	0.005
y entumecimiento	43362	1	1	1.073	0.005
y enzimas	43362	1	1	1.073	0.005
y equilibradas	43362	1	1	1.073	0.005
y equilibrio	43362	1	1	1.073	0.005
y eritroplasia	43362	1	1	1.073	0.005
y eritroplásicas	43362	1	1	1.073	0.005
y eritropoyetina	43362	1	1	1.073	0.005
y escamoso	43362	1	1	1.073	0.005
y escape	43362	1	1	1.073	0.005
y escribir	43362	1	1	1.073	0.005
y escrito	43362	1	1	1.073	0.005
y escuela	43362	1	1	1.073	0.005
y especialmente	43362	1	1	1.073	0.005
y espermatozoides	43362	1	1	1.073	0.005
y essiac	43362	1	1	1.073	0.005
y establecer	43362	1	1	1.073	0.005
y estadios	43362	1	1	1.073	0.005
y estar	43362	1	1	1.073	0.005
y estimulante	43362	1	1	1.073	0.005
y estiramiento	43362	1	1	1.073	0.005
y estomatitis	43362	1	1	1.073	0.005
y estrés	43362	1	1	1.073	0.005
y estudia	43362	1	1	1.073	0.005
y estudiarlos	43362	1	1	1.073	0.005
y etapa	43362	1	1	1.073	0.005
y etapas	43362	1	1	1.073	0.005
y etnia	43362	1	1	1.073	0.005
y evitan	43362	1	1	1.073	0.005
y examina	43362	1	1	1.073	0.005
y examinarlo	43362	1	1	1.073	0.005
y excipientes	43362	1	1	1.073	0.005
y exenteración	43362	1	1	1.073	0.005
y expectativas	43362	1	1	1.073	0.005
y explicar	43362	1	1	1.073	0.005
y explosiva	43362	1	1	1.073	0.005
y expulsa	43362	1	1	1.073	0.005
y extirpa	43362	1	1	1.073	0.005
y extirpación	43362	1	1	1.073	0.005
y extirpar	43362	1	1	1.073	0.005
y extractos	43362	1	1	1.073	0.005
y extraen	43362	1	1	1.073	0.005
y facial	43362	1	1	1.073	0.005
y facilita	43362	1	1	1.073	0.005
y facilitar	43362	1	1	1.073	0.005
y fantasías	43362	1	1	1.073	0.005
y ferritina	43362	1	1	1.073	0.005
y fibrosa	43362	1	1	1.073	0.005
y fideos	43362	1	1	1.073	0.005
y finales	43362	1	1	1.073	0.005
y financiero	43362	1	1	1.073	0.005
y firme	43362	1	1	1.073	0.005
y flavonoides	43362	1	1	1.073	0.005
y fluye	43362	1	1	1.073	0.005
y fosfatasa	43362	1	1	1.073	0.005
y fosfato	43362	1	1	1.073	0.005
y frente	43362	1	1	1.073	0.005
y frijoles	43362	1	1	1.073	0.005
y fuertes	43362	1	1	1.073	0.005
y fuma	43362	1	1	1.073	0.005
y funciona	43362	1	1	1.073	0.005
y funcionar	43362	1	1	1.073	0.005
y fáciles	43362	1	1	1.073	0.005
y física	43362	1	1	1.073	0.005
y físico	43362	1	1	1.073	0.005
y gammatocoferoles	43362	1	1	1.073	0.005
y ganaron	43362	1	1	1.073	0.005
y ganoderma	43362	1	1	1.073	0.005
y gases	43362	1	1	1.073	0.005
y gastos	43362	1	1	1.073	0.005
y gelatina	43362	1	1	1.073	0.005
y gemcitabina	43362	1	1	1.073	0.005
y genitales	43362	1	1	1.073	0.005
y genéticas	43362	1	1	1.073	0.005
y ginecomastia	43362	1	1	1.073	0.005
y glándulas	43362	1	1	1.073	0.005
y gozará	43362	1	1	1.073	0.005
y grados	43362	1	1	1.073	0.005
y gravedad	43362	1	1	1.073	0.005
y graves	43362	1	1	1.073	0.005
y grifola	43362	1	1	1.073	0.005
y grupos	43362	1	1	1.073	0.005
y guarde	43362	1	1	1.073	0.005
y gutka	43362	1	1	1.073	0.005
y habla	43362	1	1	1.073	0.005
y hacerla	43362	1	1	1.073	0.005
y hacerse	43362	1	1	1.073	0.005
y hará	43362	1	1	1.073	0.005
y hcg	43362	1	1	1.073	0.005
y heces	43362	1	1	1.073	0.005
y helado	43362	1	1	1.073	0.005
y hemorragias	43362	1	1	1.073	0.005
y hollín	43362	1	1	1.073	0.005
y hongos	43362	1	1	1.073	0.005
y honrar	43362	1	1	1.073	0.005
y hormigueo	43362	1	1	1.073	0.005
y horror	43362	1	1	1.073	0.005
y hortalizas	43362	1	1	1.073	0.005
y hueca	43362	1	1	1.073	0.005
y humedecen	43362	1	1	1.073	0.005
y hungría	43362	1	1	1.073	0.005
y hámsteres	43362	1	1	1.073	0.005
y húmeda	43362	1	1	1.073	0.005
y húmedo	43362	1	1	1.073	0.005
y húmedos	43362	1	1	1.073	0.005
y ibritumomab	43362	1	1	1.073	0.005
y iiid	43362	1	1	1.073	0.005
y iiies	43362	1	1	1.073	0.005
y incluye	43362	1	1	1.073	0.005
y jabón	43362	1	1	1.073	0.005
y jengibre	43362	1	1	1.073	0.005
y jugos	43362	1	1	1.073	0.005
y juguetón	43362	1	1	1.073	0.005
y labios	43362	1	1	1.073	0.005
y laboral	43362	1	1	1.073	0.005
y lactato	43362	1	1	1.073	0.005
y lanolina	43362	1	1	1.073	0.005
y larotrectinib	43362	1	1	1.073	0.005
y latidos	43362	1	1	1.073	0.005
y leche	43362	1	1	1.073	0.005
y legales	43362	1	1	1.073	0.005
y lenalidomida	43362	1	1	1.073	0.005
y lesiones	43362	1	1	1.073	0.005
y liberarlas	43362	1	1	1.073	0.005
y ligamentos	43362	1	1	1.073	0.005
y limas	43362	1	1	1.073	0.005
y limita	43362	1	1	1.073	0.005
y limpia	43362	1	1	1.073	0.005
y linfedema	43362	1	1	1.073	0.005
y linfomas	43362	1	1	1.073	0.005
y llanto	43362	1	1	1.073	0.005
y lleguen	43362	1	1	1.073	0.005
y lllc	43362	1	1	1.073	0.005
y lograr	43362	1	1	1.073	0.005
y lorlatinib	43362	1	1	1.073	0.005
y luces	43362	1	1	1.073	0.005
y lugares	43362	1	1	1.073	0.005
y lva	43362	1	1	1.073	0.005
y líquido	43362	1	1	1.073	0.005
y maduros	43362	1	1	1.073	0.005
y mamas	43362	1	1	1.073	0.005
y mandíbula	43362	1	1	1.073	0.005
y maneras	43362	1	1	1.073	0.005
y mangas	43362	1	1	1.073	0.005
y mantenerla	43362	1	1	1.073	0.005
y mantenerlo	43362	1	1	1.073	0.005
y mantienen	43362	1	1	1.073	0.005
y mecloretamina	43362	1	1	1.073	0.005
y meditación	43362	1	1	1.073	0.005
y melanocitos	43362	1	1	1.073	0.005
y memoria	43362	1	1	1.073	0.005
y menores	43362	1	1	1.073	0.005
y metas	43362	1	1	1.073	0.005
y metastásicos	43362	1	1	1.073	0.005
y mia	43362	1	1	1.073	0.005
y miedos	43362	1	1	1.073	0.005
y mientras	43362	1	1	1.073	0.005
y mililitros	43362	1	1	1.073	0.005
y minutos	43362	1	1	1.073	0.005
y misterios	43362	1	1	1.073	0.005
y modelos	43362	1	1	1.073	0.005
y morados	43362	1	1	1.073	0.005
y mucho	43362	1	1	1.073	0.005
y multiplicación	43362	1	1	1.073	0.005
y multiplican	43362	1	1	1.073	0.005
y máquinas	43362	1	1	1.073	0.005
y médicos	43362	1	1	1.073	0.005
y natillas	43362	1	1	1.073	0.005
y naturales	43362	1	1	1.073	0.005
y necesidades	43362	1	1	1.073	0.005
y necesita	43362	1	1	1.073	0.005
y necesitar	43362	1	1	1.073	0.005
y negarse	43362	1	1	1.073	0.005
y negativos	43362	1	1	1.073	0.005
y nem	43362	1	1	1.073	0.005
y nerviosos	43362	1	1	1.073	0.005
y nilotinib	43362	1	1	1.073	0.005
y niñas	43362	1	1	1.073	0.005
y normalmente	43362	1	1	1.073	0.005
y notifica	43362	1	1	1.073	0.005
y notificaron	43362	1	1	1.073	0.005
y ntrk	43362	1	1	1.073	0.005
y nunca	43362	1	1	1.073	0.005
y números	43362	1	1	1.073	0.005
y observa	43362	1	1	1.073	0.005
y observarlo	43362	1	1	1.073	0.005
y observarlos	43362	1	1	1.073	0.005
y obstruir	43362	1	1	1.073	0.005
y ocasiona	43362	1	1	1.073	0.005
y ocasionar	43362	1	1	1.073	0.005
y ofrecer	43362	1	1	1.073	0.005
y ofrecía	43362	1	1	1.073	0.005
y omega	43362	1	1	1.073	0.005
y oportunidad	43362	1	1	1.073	0.005
y optimismo	43362	1	1	1.073	0.005
y orienta	43362	1	1	1.073	0.005
y oscuras	43362	1	1	1.073	0.005
y paliativos	43362	1	1	1.073	0.005
y panes	43362	1	1	1.073	0.005
y papilomatosis	43362	1	1	1.073	0.005
y parece	43362	1	1	1.073	0.005
y parecen	43362	1	1	1.073	0.005
y parecidas	43362	1	1	1.073	0.005
y parejas	43362	1	1	1.073	0.005
y partículas	43362	1	1	1.073	0.005
y pasan	43362	1	1	1.073	0.005
y pasen	43362	1	1	1.073	0.005
y pastas	43362	1	1	1.073	0.005
y pedir	43362	1	1	1.073	0.005
y pembrolizumab	43362	1	1	1.073	0.005
y pensamientos	43362	1	1	1.073	0.005
y pentagastrina	43362	1	1	1.073	0.005
y perfumes	43362	1	1	1.073	0.005
y peritoneo	43362	1	1	1.073	0.005
y perladas	43362	1	1	1.073	0.005
y perlado	43362	1	1	1.073	0.005
y permanecer	43362	1	1	1.073	0.005
y piense	43362	1	1	1.073	0.005
y pierden	43362	1	1	1.073	0.005
y pies	43362	1	1	1.073	0.005
y pipas	43362	1	1	1.073	0.005
y piso	43362	1	1	1.073	0.005
y plan	43362	1	1	1.073	0.005
y plana	43362	1	1	1.073	0.005
y plasmaféresis	43362	1	1	1.073	0.005
y plasmocitoma	43362	1	1	1.073	0.005
y podrá	43362	1	1	1.073	0.005
y podría	43362	1	1	1.073	0.005
y policitemia	43362	1	1	1.073	0.005
y polisacáridos	43362	1	1	1.073	0.005
y pomadas	43362	1	1	1.073	0.005
y posiblemente	43362	1	1	1.073	0.005
y posición	43362	1	1	1.073	0.005
y positivo	43362	1	1	1.073	0.005
